match_card_id,match_date,home_team,away_team,season,competition,round,home_score,away_score,result,home_team_core_score,home_team_momentum,home_team_stability,home_core_player_count,home_available_player_count,away_team_core_score,away_team_momentum,away_team_stability,away_core_player_count,away_available_player_count,home_core_GK,home_momentum_GK,home_starter_count_GK,home_available_count_GK,home_core_DF,home_momentum_DF,home_starter_count_DF,home_available_count_DF,home_core_MF,home_momentum_MF,home_starter_count_MF,home_available_count_MF,home_core_FW,home_momentum_FW,home_starter_count_FW,home_available_count_FW,away_core_GK,away_momentum_GK,away_starter_count_GK,away_available_count_GK,away_core_DF,away_momentum_DF,away_starter_count_DF,away_available_count_DF,away_core_MF,away_momentum_MF,away_starter_count_MF,away_available_count_MF,away_core_FW,away_momentum_FW,away_starter_count_FW,away_available_count_FW,team_core_scoreDiff,team_core_scoreRatio,team_momentumDiff,team_momentumRatio,team_stabilityDiff,team_stabilityRatio,core_player_countDiff,core_player_countRatio,available_player_countDiff,available_player_countRatio,core_GKDiff,core_GKRatio,momentum_GKDiff,momentum_GKRatio,starter_count_GKDiff,starter_count_GKRatio,available_count_GKDiff,available_count_GKRatio,core_DFDiff,core_DFRatio,momentum_DFDiff,momentum_DFRatio,starter_count_DFDiff,starter_count_DFRatio,available_count_DFDiff,available_count_DFRatio,core_MFDiff,core_MFRatio,momentum_MFDiff,momentum_MFRatio,starter_count_MFDiff,starter_count_MFRatio,available_count_MFDiff,available_count_MFRatio,core_FWDiff,core_FWRatio,momentum_FWDiff,momentum_FWRatio,starter_count_FWDiff,starter_count_FWRatio,available_count_FWDiff,available_count_FWRatio,team_feature_matched,position_feature_matched
25267,2021-09-25,FC東京,浦和,2021,,,1,2,A,0.659452,0.574645,0.545455,10,18,0.730108,0.655086,1.0,14,18,0.5,0.5,1,1,0.704514,0.643417,4,4,0.734333,0.633067,3,3,0.594278,0.463556,3,2,0.5,0.5,1,1,0.819306,0.752778,4,5,0.708571,0.607143,4,5,0.75537,0.674963,2,3,-0.07065599999999994,0.9032252762604985,-0.08044099999999998,0.8772054356221931,-0.454545,0.545455,-4,0.7142857142857143,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.114792,0.8598911761905808,-0.10936099999999993,0.8547234377200185,0,1.0,-1,0.8,0.025762000000000063,1.036357683280857,0.025924000000000058,1.0426983428945076,-1,0.75,-2,0.6,-0.161092,0.7867376252697353,-0.21140699999999996,0.686787275746967,1,1.5,-1,0.6666666666666666,1,1
25268,2021-09-26,川崎F,湘南,2021,,,2,1,H,0.726759,0.664352,0.636364,13,18,0.591998,0.514898,0.818182,11,18,0.5,0.5,1,1,0.862176,0.827185,4,6,0.789444,0.738956,3,5,0.592278,0.460089,3,1,0.5,0.5,1,1,0.577431,0.5,3,2,0.639705,0.559701,5,5,0.557153,0.447639,2,3,0.13476100000000002,1.227637593370248,0.1494540000000001,1.290259430023034,-0.18181799999999992,0.7777780493826558,2,1.1818181818181819,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.284745,1.4931238537591505,0.32718499999999995,1.65437,1,1.3333333333333333,4,3.0,0.14973900000000007,1.2340750814828712,0.17925499999999994,1.3202692151702426,-2,0.6,0,1.0,0.03512499999999996,1.0630437240757924,0.012450000000000017,1.0278125900558264,1,1.5,-2,0.3333333333333333,1,1
25269,2021-09-25,横浜FC,横浜FM,2021,,,2,2,D,0.671229,0.590823,0.545455,10,18,0.691312,0.618299,0.818182,11,18,0.5,0.5,1,1,0.616505,0.517787,3,2,0.800216,0.730414,6,5,0.645451,0.536403,1,2,0.5,0.5,1,1,0.796806,0.769611,4,4,0.70875,0.604933,3,3,0.652639,0.542778,3,3,-0.020083000000000073,0.9709494410627907,-0.027476000000000056,0.9555619530356672,-0.27272699999999994,0.6666670740739836,-1,0.9090909090909091,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.18030100000000004,0.7737203284111815,-0.25182400000000005,0.6727905396362578,-1,0.75,-2,0.5,0.09146600000000005,1.129052557319224,0.12548099999999995,1.2074295831108568,3,2.0,2,1.6666666666666667,-0.007187999999999972,0.9889862542692055,-0.0063750000000000195,0.9882548666305561,-2,0.3333333333333333,-1,0.6666666666666666,1,1
25270,2021-09-26,G大阪,柏,2021,,,2,1,H,0.683503,0.612154,0.545455,12,18,0.658094,0.595582,0.545455,11,18,0.5,0.5,1,1,0.759266,0.703817,4,5,0.64206,0.550176,4,3,0.711944,0.597,2,3,0.5,0.5,1,1,0.755992,0.71427,5,5,0.523542,0.42475,3,2,0.804167,0.724028,2,3,0.025409000000000015,1.0386099858074986,0.01657200000000003,1.0278248838950808,0.0,1.0,1,1.0909090909090908,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.003273999999999999,1.0043307336585572,-0.010452999999999935,0.985365478040517,-1,0.8,0,1.0,0.11851800000000001,1.2263772534008732,0.12542599999999998,1.2952937021777515,1,1.3333333333333333,1,1.5,-0.09222299999999994,0.8853185967591309,-0.12702800000000003,0.824553746540189,0,1.0,0,1.0,1,1
25271,2021-09-26,C大阪,鹿島,2021,,,1,2,A,0.676024,0.607016,0.727273,12,18,0.682785,0.621145,0.636364,12,18,0.5,0.5,1,1,0.902389,0.869978,4,5,0.680409,0.601336,4,4,0.514806,0.393678,2,2,0.5,0.5,1,1,0.692,0.685067,4,4,0.737587,0.64934,4,5,0.643148,0.520185,2,2,-0.006761000000000017,0.9900979078333589,-0.014128999999999947,0.9772532983441871,0.0909089999999999,1.142856918367475,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.21038900000000005,1.3040303468208094,0.18491100000000005,1.2699166650853129,0,1.0,1,1.25,-0.05717799999999995,0.9224796532476848,-0.04800400000000005,0.9260726275910924,0,1.0,-1,0.8,-0.12834200000000007,0.8004471754557271,-0.12650700000000004,0.7568038294068455,0,1.0,0,1.0,1,1
25272,2021-09-25,福岡,鳥栖,2021,,,3,0,H,0.708981,0.643426,0.727273,12,18,0.711705,0.639775,0.909091,13,18,0.5,0.5,1,1,0.845972,0.808111,4,5,0.691944,0.612778,4,4,0.633542,0.514083,2,2,0.5,0.5,1,1,0.677106,0.601361,4,4,0.868299,0.816972,5,8,0.400833,0.186,1,0,-0.0027240000000000597,0.9961725715008324,0.003651000000000071,1.005706693759525,-0.18181800000000004,0.800000219999978,-1,0.9230769230769231,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.16886599999999996,1.2493937433725295,0.20675,1.343803472456644,0,1.0,1,1.25,-0.17635500000000004,0.7968960001105609,-0.204194,0.7500599775757308,-1,0.8,-4,0.5,0.23270900000000005,1.5805634765600638,0.32808299999999996,2.7638870967741935,1,2.0,2,,1,1
25273,2021-09-26,名古屋,大分,2021,,,1,0,H,0.690386,0.619068,0.727273,12,18,0.706343,0.630185,0.909091,12,17,0.5,0.5,1,1,0.73998,0.666151,6,5,0.891806,0.845444,1,2,0.637639,0.541325,3,4,0.5,0.5,1,1,0.870159,0.830841,6,6,0.642444,0.505556,1,3,0.602708,0.499917,3,2,-0.015957,0.9774089925149679,-0.011117000000000044,0.9823591485040106,-0.18181800000000004,0.800000219999978,0,1.0,1,1.0588235294117647,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.13017900000000004,0.8503963068818456,-0.16469,0.801779161115063,0,1.0,-1,0.8333333333333334,0.24936199999999997,1.3881458928715966,0.33988799999999997,1.6723053430282697,0,1.0,-1,0.6666666666666666,0.034930999999999934,1.0579567551782951,0.041407999999999945,1.0828297497384565,0,1.0,2,2.0,1,1
25274,2021-10-01,湘南,横浜FM,2021,,,0,1,A,0.696443,0.635349,0.818182,13,18,0.705394,0.634065,0.818182,12,18,0.5,0.5,1,1,0.845556,0.838444,3,3,0.717847,0.639611,5,7,0.602743,0.491403,2,2,0.5,0.5,1,1,0.878222,0.874378,4,5,0.678229,0.558042,3,2,0.656151,0.544159,3,4,-0.008950999999999931,0.9873106377428785,0.0012840000000000629,1.0020250289796788,0.0,1.0,1,1.0833333333333333,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.03266599999999997,0.9628043934221644,-0.03593400000000002,0.9589033575867645,-1,0.75,-2,0.6,0.03961800000000004,1.0584138985504896,0.081569,1.1461700015411027,2,1.6666666666666667,5,3.5,-0.05340800000000001,0.9186041017997382,-0.05275599999999997,0.9030503951969922,-1,0.6666666666666666,-2,0.5,1,1
25275,2021-10-02,鹿島,横浜FC,2021,,,1,2,A,0.682083,0.609815,0.636364,11,18,0.669938,0.588525,0.727273,11,18,0.5,0.5,1,1,0.73475,0.7143,4,3,0.700069,0.598639,4,5,0.667731,0.538685,2,2,0.5,0.5,1,1,0.730389,0.684044,3,4,0.715382,0.616972,6,5,0.561296,0.412481,1,1,0.012144999999999961,1.0181285432383294,0.02129000000000003,1.036175183722017,-0.0909089999999999,0.8750001718749356,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.004361000000000059,1.005970790907311,0.03025600000000006,1.0442310728549626,1,1.3333333333333333,-1,0.75,-0.01531299999999991,0.9785946529266882,-0.018332999999999933,0.9702855234921521,-2,0.6666666666666666,0,1.0,0.10643499999999995,1.1896236566802543,0.12620399999999998,1.305963183758767,1,2.0,1,2.0,1,1
25276,2021-10-02,柏,仙台,2021,,,1,1,D,0.653951,0.578735,0.727273,11,18,0.673133,0.596191,0.818182,10,18,0.5,0.5,1,1,0.802176,0.735741,4,5,0.500794,0.396825,4,2,0.8175,0.741667,2,3,0.5,0.5,1,1,0.721713,0.656259,4,4,0.701944,0.610778,4,3,0.643611,0.532306,2,2,-0.019182000000000032,0.9715034027450741,-0.017456000000000027,0.9707207924977063,-0.09090900000000002,0.8888890246913278,1,1.1,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.08046299999999995,1.1114889159541257,0.07948199999999994,1.121113767582616,0,1.0,1,1.25,-0.20115000000000005,0.7134386788689695,-0.21395300000000006,0.6497041478245777,0,1.0,-1,0.6666666666666666,0.17388899999999996,1.2701771722360244,0.20936100000000002,1.3933094874001046,0,1.0,1,1.5,1,1
25277,2021-10-02,川崎F,FC東京,2021,,,1,0,H,0.687526,0.616842,0.454545,13,18,0.628392,0.550254,0.727273,10,18,0.5,0.5,1,1,0.866889,0.812044,4,5,0.699611,0.662422,3,4,0.590494,0.455136,3,3,0.5,0.5,1,1,0.654599,0.594827,4,4,0.651778,0.560222,3,2,0.624917,0.5069,3,3,0.05913400000000002,1.0941036805051625,0.06658799999999998,1.1210132048108692,-0.27272799999999997,0.6249991406253222,3,1.3,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.21228999999999998,1.3243054144598447,0.217217,1.3651767656814502,0,1.0,1,1.25,0.047833000000000014,1.073388485036316,0.10219999999999996,1.182427680455248,0,1.0,2,2.0,-0.03442299999999998,0.9449158848295054,-0.05176400000000003,0.8978812389031366,0,1.0,0,1.0,1,1
25278,2021-10-02,G大阪,札幌,2021,,,1,5,A,0.682963,0.609019,0.909091,13,18,0.635671,0.588196,0.909091,11,18,0.5,0.5,1,1,0.724375,0.645917,4,5,0.67494,0.591214,4,4,0.740833,0.649444,2,3,0.5,0.5,1,1,0.635083,0.5723,3,3,0.833849,0.826079,6,6,0.357431,0.235868,1,1,0.047292,1.074396975794082,0.020822999999999925,1.0354014648178498,0.0,1.0,2,1.1818181818181819,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.08929200000000004,1.1405989453347043,0.07361699999999993,1.1286335837847281,1,1.3333333333333333,2,1.6666666666666667,-0.15890899999999997,0.8094271264941255,-0.234865,0.7156869984589852,-2,0.6666666666666666,-2,0.6666666666666666,0.38340199999999997,2.0726601777685763,0.41357600000000005,2.7534214051927353,1,2.0,2,3.0,1,1
25279,2021-10-02,神戸,浦和,2021,,,5,1,H,0.732029,0.659758,0.727273,13,18,0.714938,0.64271,1.0,12,18,0.854444,0.763556,1,2,0.74119,0.696429,4,5,0.786273,0.723213,5,5,0.520556,0.378083,1,1,0.5,0.5,1,1,0.794444,0.752889,4,4,0.689702,0.571881,4,5,0.758102,0.682759,2,2,0.01709100000000008,1.023905569433993,0.017047999999999952,1.0265251824306452,-0.27272700000000005,0.727273,1,1.0833333333333333,0,1.0,0.354444,1.708888,0.263556,1.527112,0,1.0,1,2.0,-0.053254000000000024,0.9329669555059891,-0.056460000000000066,0.9250088658487505,0,1.0,1,1.25,0.09657099999999996,1.1400184427477373,0.15133200000000002,1.2646214859385083,1,1.25,0,1.0,-0.23754600000000003,0.6866569406227658,-0.304676,0.5537576216498061,-1,0.5,-1,0.5,1,1
25280,2021-10-03,広島,名古屋,2021,,,1,0,H,0.640509,0.560731,0.818182,10,18,0.693125,0.620269,0.727273,13,18,0.5,0.4,1,0,0.7625,0.745514,3,3,0.658014,0.581572,6,7,0.449514,0.247694,1,0,0.5,0.5,1,1,0.723115,0.691278,5,5,0.815278,0.739556,2,2,0.683413,0.54954,3,5,-0.052615999999999996,0.9240887285843102,-0.05953799999999998,0.9040126138820416,0.09090900000000002,1.1249998281250644,-3,0.7692307692307693,0,1.0,0.0,1.0,-0.09999999999999998,0.8,0,1.0,-1,0.0,0.039385,1.0544657488781175,0.05423600000000006,1.0784575814650548,-2,0.6,-2,0.6,-0.15726399999999996,0.8071038345202496,-0.157984,0.78637993606975,4,3.0,5,3.5,-0.23389900000000002,0.6577486819829298,-0.30184600000000006,0.45072970120464384,-2,0.3333333333333333,-5,0.0,1,1
25281,2021-10-03,徳島,鳥栖,2021,,,3,0,H,0.67615,0.590744,0.818182,11,18,0.583302,0.516327,0.636364,10,17,0.51875,0.4875,1,1,0.701667,0.634667,3,3,0.702944,0.601156,6,7,0.595417,0.4735,1,0,0.5,0.5,1,1,0.725333,0.630533,3,3,0.571389,0.522492,5,4,0.468264,0.370944,2,2,0.09284800000000004,1.1591765500546887,0.07441700000000007,1.1441276555361235,0.18181799999999992,1.2857138367349503,1,1.1,1,1.0588235294117647,0.018750000000000044,1.0375,-0.012500000000000011,0.975,0,1.0,0,1.0,-0.023665999999999965,0.9673722276526782,0.004133999999999971,1.006556357875004,0,1.0,0,1.0,0.13155499999999998,1.2302371939256793,0.07866400000000007,1.1505554152025295,1,1.2,3,1.75,0.12715299999999996,1.2715412673192898,0.10255599999999998,1.2764729986197376,-1,0.5,-2,0.0,1,1
25282,2021-10-02,福岡,清水,2021,,,1,2,A,0.685378,0.606349,0.818182,11,18,0.705625,0.634116,0.818182,12,18,0.5,0.5,1,1,0.814444,0.761722,4,5,0.718588,0.633565,4,4,0.534653,0.385639,2,1,0.5,0.5,1,1,0.801435,0.743759,4,5,0.743495,0.66238,4,4,0.607917,0.494312,2,2,-0.020246999999999904,0.9713062887511074,-0.027766999999999986,0.956211481810899,0.0,1.0,-1,0.9166666666666666,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.013008999999999937,1.0162321336103364,0.017963000000000062,1.0241516405179636,0,1.0,0,1.0,-0.024907000000000012,0.966500110962414,-0.028814999999999924,0.9564977807300946,0,1.0,0,1.0,-0.073264,0.8794835479185481,-0.10867299999999996,0.7801530207642138,0,1.0,-1,0.5,1,1
25283,2021-10-03,大分,C大阪,2021,,,1,0,H,0.700548,0.630676,0.727273,12,18,0.652708,0.569245,0.636364,10,18,0.5,0.5,1,1,0.90831,0.875231,5,6,0.592616,0.479861,3,2,0.651076,0.555403,2,3,0.5,0.5,1,1,0.64225,0.544567,4,2,0.764352,0.699468,4,5,0.590278,0.465356,2,2,0.047839999999999994,1.0732946432401624,0.06143100000000001,1.1079166264086642,0.0909089999999999,1.142856918367475,2,1.2,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.26605999999999996,1.4142623588945114,0.33066399999999996,1.6072053576511245,1,1.25,4,3.0,-0.171736,0.7753181780122247,-0.219607,0.6860371024836018,-1,0.75,-3,0.4,0.06079800000000002,1.102998925929816,0.09004699999999999,1.1935013194199708,0,1.0,1,1.5,1,1
25284,2021-09-22,鹿島,川崎F,2021,,,1,2,A,0.682415,0.610515,1.0,12,18,0.692292,0.613736,0.818182,13,18,0.5,0.5,1,1,0.738639,0.716611,4,4,0.702378,0.59684,4,5,0.657083,0.543833,2,2,0.5,0.5,1,1,0.877361,0.827889,4,4,0.756412,0.665824,3,5,0.568889,0.456792,3,3,-0.009877000000000025,0.9857328988345958,-0.0032209999999999184,0.9947518151126871,0.18181800000000004,1.2222219506173444,-1,0.9230769230769231,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.1387219999999999,0.8418872049247688,-0.11127799999999999,0.8655882612282565,0,1.0,0,1.0,-0.054034000000000026,0.9285653850018244,-0.06898399999999993,0.8963930408035758,1,1.3333333333333333,0,1.0,0.088194,1.155028485345999,0.08704100000000004,1.190548433422652,-1,0.6666666666666666,-1,0.6666666666666666,1,1
25285,2021-10-16,浦和,G大阪,2021,,,1,1,D,0.694421,0.619861,0.909091,11,18,0.678241,0.612741,0.545455,14,17,0.5,0.5,1,1,0.663472,0.576778,4,3,0.713872,0.613326,4,5,0.903889,0.895111,2,2,0.5,0.5,1,1,0.740787,0.64813,4,4,0.733849,0.656508,4,7,0.542222,0.515,2,2,0.016179999999999972,1.0238558270585234,0.007120000000000015,1.0116199177140097,0.36363599999999996,1.666665444445463,-3,0.7857142857142857,1,1.0588235294117647,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.07731500000000002,0.8956312678273242,-0.07135199999999997,0.8899109746501473,0,1.0,-1,0.75,-0.019977000000000023,0.9727777785348212,-0.04318199999999994,0.9342247162258496,0,1.0,-2,0.7142857142857143,0.36166700000000007,1.667009084839789,0.380111,1.7380796116504853,0,1.0,0,1.0,1,1
25286,2021-09-22,FC東京,名古屋,2021,,,1,1,D,0.700409,0.647648,0.727273,11,18,0.709807,0.637475,0.454545,13,18,0.5,0.5,1,1,0.739005,0.72,4,4,0.728194,0.655056,3,3,0.710093,0.619574,3,3,0.5,0.5,1,1,0.844699,0.811343,4,5,0.787315,0.710963,2,2,0.620913,0.49623,4,5,-0.009398000000000017,0.9867597811799546,0.010172999999999988,1.015958272873446,0.27272799999999997,1.6000022000022,-2,0.8461538461538461,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.10569399999999995,0.8748737716038495,-0.09134300000000006,0.8874175287147359,0,1.0,-1,0.8,-0.05912099999999998,0.924908073642697,-0.05590700000000004,0.9213644029295476,1,1.5,1,1.5,0.08917999999999993,1.143627207032225,0.12334399999999995,1.2485621586764202,-1,0.75,-2,0.6,1,1
25287,2021-10-16,横浜FM,札幌,2021,,,2,1,H,0.697747,0.624105,0.727273,11,18,0.734306,0.690204,0.727273,13,18,0.5,0.5,1,1,0.786759,0.735796,4,4,0.796354,0.720958,3,3,0.608912,0.489213,3,3,0.5,0.5,1,1,0.795243,0.763236,3,3,0.829375,0.800875,6,7,0.600382,0.490931,1,2,-0.03655900000000001,0.9502128540417755,-0.06609900000000002,0.9042326616478606,0.0,1.0,-2,0.8461538461538461,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,-0.008484000000000047,0.9893315628053312,-0.02744000000000002,0.9640478174509588,1,1.3333333333333333,1,1.3333333333333333,-0.03302099999999997,0.96018568198945,-0.07991700000000002,0.9002128921492117,-3,0.5,-4,0.42857142857142855,0.008530000000000038,1.0142076211478692,-0.0017179999999999973,0.9965005265505743,2,3.0,1,1.5,1,1
25288,2021-10-16,横浜FC,徳島,2021,,,5,3,H,0.701127,0.629165,0.909091,12,18,0.695872,0.62754,1.0,13,18,0.5,0.5,1,1,0.656227,0.596065,3,4,0.818437,0.74751,6,6,0.567708,0.38425,1,1,0.50625,0.4125,1,1,0.650722,0.597778,3,3,0.760312,0.701833,6,6,0.725694,0.622389,1,3,0.005254999999999899,1.00755167617033,0.0016249999999999876,1.0025894763680403,-0.09090900000000002,0.909091,-1,0.9230769230769231,0,1.0,-0.006249999999999978,0.9876543209876544,0.08750000000000002,1.2121212121212122,0,1.0,0,1.0,0.005504999999999982,1.008459833846097,-0.0017130000000000756,0.9971343876823836,0,1.0,1,1.3333333333333333,0.05812499999999998,1.0764488788813014,0.04567699999999997,1.0650824341403153,0,1.0,0,1.0,-0.15798599999999996,0.7822966704974824,-0.238139,0.6173791631921516,0,1.0,-2,0.3333333333333333,1,1
25289,2021-10-16,清水,柏,2021,,,0,1,A,0.686258,0.629793,0.909091,11,18,0.688349,0.621883,0.909091,12,18,0.5,0.5,1,1,0.799514,0.766361,4,4,0.629325,0.550175,4,4,0.716759,0.628963,2,2,0.5,0.5,1,1,0.77125,0.707056,4,4,0.632639,0.551992,4,4,0.778102,0.69587,2,3,-0.002090999999999954,0.9969622967419144,0.007910000000000084,1.0127194343630557,0.0,1.0,-1,0.9166666666666666,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.028263999999999956,1.0366470016207454,0.05930499999999994,1.0838759589056595,0,1.0,0,1.0,-0.003313999999999928,0.9947616255083864,-0.0018170000000000686,0.9967082856273278,0,1.0,0,1.0,-0.061342999999999925,0.9211632922161876,-0.06690699999999994,0.9038512940635465,0,1.0,-1,0.6666666666666666,1,1
25290,2021-10-16,神戸,福岡,2021,,,1,0,H,0.659012,0.560429,0.727273,11,18,0.68223,0.606546,0.545455,11,18,0.753333,0.611333,1,1,0.668912,0.586269,4,4,0.619702,0.520492,5,4,0.668056,0.568,1,2,0.5,0.5,1,1,0.612384,0.537417,4,3,0.775417,0.689444,4,4,0.738333,0.639167,2,3,-0.02321799999999996,0.9659674889699955,-0.046117000000000075,0.9239678441536172,0.18181799999999992,1.3333327222227314,0,1.0,0,1.0,0.25333300000000003,1.506666,0.11133300000000002,1.222666,0,1.0,0,1.0,0.05652799999999991,1.0923080942676489,0.048852000000000007,1.090901478739973,0,1.0,1,1.3333333333333333,-0.15571500000000005,0.799185470527471,-0.168952,0.7549445640255046,1,1.25,0,1.0,-0.07027700000000003,0.9048166613167771,-0.07116700000000009,0.8886566421608123,-1,0.5,-1,0.6666666666666666,1,1
25291,2021-09-22,広島,C大阪,2021,,,0,1,A,0.706659,0.634651,0.636364,13,18,0.639576,0.566522,0.909091,10,18,0.5,0.355,1,1,0.996065,0.994019,3,3,0.682121,0.616424,6,8,0.614167,0.4755,1,1,0.5,0.5,1,1,0.700056,0.680244,4,3,0.686319,0.586528,4,4,0.578833,0.4554,2,2,0.067083,1.104886674922136,0.068129,1.1202583483077444,-0.27272699999999994,0.7000003299999671,3,1.3,0,1.0,0.0,1.0,-0.14500000000000002,0.71,0,1.0,0,1.0,0.29600899999999997,1.4228361731061514,0.313775,1.461268309606553,-1,0.75,0,1.0,-0.004198000000000035,0.9938833108219355,0.029895999999999923,1.0509711386327676,2,1.5,4,2.0,0.03533399999999998,1.061043513414059,0.02009999999999995,1.0441370223978919,-1,0.5,-1,0.5,1,1
25292,2021-10-16,鳥栖,湘南,2021,,,1,1,D,0.680918,0.622336,0.727273,12,18,0.654205,0.591,0.818182,11,18,0.5,0.5,1,1,0.724815,0.63213,4,5,0.735833,0.703762,4,5,0.585602,0.494315,2,1,0.5,0.5,1,1,0.597326,0.535806,3,2,0.749623,0.680294,5,5,0.627806,0.546544,2,3,0.026712999999999987,1.040832766487569,0.03133600000000003,1.0530219966159053,-0.09090900000000002,0.8888890246913278,1,1.0909090909090908,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.12748899999999996,1.213432865805272,0.09632399999999997,1.179774022687316,1,1.3333333333333333,3,2.5,-0.01379000000000008,0.9816040863207238,0.023468000000000044,1.0344968498913705,-1,0.8,0,1.0,-0.04220400000000002,0.9327754115124736,-0.052229000000000025,0.9044377030943528,0,1.0,-2,0.3333333333333333,1,1
25293,2021-10-17,大分,仙台,2021,,,2,0,H,0.669025,0.589047,0.909091,11,18,0.635471,0.576904,0.818182,9,18,0.5,0.5,1,1,0.895764,0.848694,5,5,0.495895,0.368003,3,2,0.673125,0.575667,2,3,0.5,0.5,1,1,0.681806,0.642056,4,4,0.657103,0.591159,4,3,0.582639,0.464611,2,1,0.03355399999999997,1.0528017800969673,0.012143000000000015,1.0210485626724723,0.09090900000000002,1.111110975308672,2,1.2222222222222223,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.21395799999999998,1.3138106734173651,0.206638,1.3218379705197054,1,1.25,1,1.25,-0.16120800000000002,0.754668598378032,-0.22315599999999997,0.6225110334106392,-1,0.75,-1,0.6666666666666666,0.09048599999999996,1.1553037129337376,0.11105600000000004,1.2390300703168888,0,1.0,2,3.0,1,1
25294,2021-10-22,浦和,柏,2021,,,5,1,H,0.668094,0.598049,0.909091,10,18,0.642184,0.572052,0.818182,12,18,0.5,0.5,1,1,0.657361,0.601028,4,3,0.696597,0.597444,4,5,0.754375,0.689583,2,1,0.5,0.5,1,1,0.62162,0.557574,4,3,0.656448,0.567706,5,6,0.744815,0.659185,1,2,0.02590999999999999,1.040346691913844,0.025997000000000048,1.0454451693202718,0.09090900000000002,1.111110975308672,-2,0.8333333333333334,0,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.03574100000000002,1.0574965412953252,0.04345399999999999,1.0779340500095054,0,1.0,0,1.0,0.04014899999999999,1.0611609754314126,0.02973799999999993,1.0523827474079892,-1,0.8,-1,0.8333333333333334,0.009560000000000013,1.012835402079711,0.030397999999999925,1.0461145202029778,1,2.0,-1,0.5,1,1
25295,2021-10-24,札幌,福岡,2021,,,0,0,D,0.660833,0.603062,0.818182,12,17,0.690301,0.621917,0.454545,12,18,0.5,0.5,1,1,0.65175,0.6203,3,3,0.789965,0.746361,6,7,0.438843,0.260907,1,1,0.5,0.5,1,1,0.611694,0.541056,4,3,0.803968,0.741556,5,6,0.684792,0.574583,1,2,-0.02946800000000005,0.9573113757621674,-0.018855000000000066,0.9696824495873243,0.363637,1.8000022000022,0,1.0,-1,0.9444444444444444,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0.04005600000000009,1.0654837222532836,0.07924399999999998,1.1464617340903713,-1,0.75,0,1.0,-0.014002999999999988,0.9825826401050788,0.004805000000000059,1.0064796185318439,1,1.2,1,1.1666666666666667,-0.24594899999999997,0.6408413065573196,-0.31367599999999995,0.4540806115043432,0,1.0,-1,0.5,1,1
25296,2021-10-23,仙台,広島,2021,,,2,0,H,0.717531,0.653358,0.727273,13,18,0.639113,0.561929,0.636364,11,18,0.5,0.5,1,1,0.822616,0.792676,4,5,0.69375,0.594556,4,4,0.70434,0.609264,2,3,0.5,0.4275,1,1,0.765451,0.75,3,3,0.647611,0.54505,6,7,0.483056,0.404611,1,0,0.07841799999999999,1.1226981770046924,0.09142899999999998,1.1627056087156917,0.0909089999999999,1.142856918367475,2,1.1818181818181819,0,1.0,0.0,1.0,0.07250000000000001,1.1695906432748537,0,1.0,0,1.0,0.05716500000000002,1.07468146230131,0.04267600000000005,1.0569013333333335,1,1.3333333333333333,2,1.6666666666666667,0.04613899999999993,1.0712449294406672,0.04950599999999994,1.0908283643702412,-2,0.6666666666666666,-3,0.5714285714285714,0.22128399999999998,1.458091815441688,0.20465300000000003,1.5058018689556143,1,2.0,3,,1,1
